,bathrooms,bedrooms,floors,grade,price,sqft_above,sqft_basement,sqft_living,sqft_lot
8325,1.5,4,1.0,6,250000.0,1220,0.0,1220,4900
8326,2.5,4,1.0,8,925000.0,1910,1000.0,2910,48351
8327,1.0,3,1.0,7,358000.0,1150,0.0,1150,4681
8328,2.5,3,2.0,8,262000.0,1700,0.0,1700,6200
8329,1.75,3,1.0,7,500000.0,1220,0.0,1220,7370
8330,1.0,5,1.5,8,1300000.0,1670,0.0,1670,6400
8331,1.75,3,2.0,8,500000.0,2420,0.0,2420,65501
8332,2.25,3,2.0,9,675000.0,2610,0.0,2610,9002
8333,1.0,3,1.0,7,235000.0,960,0.0,960,5030
8334,1.0,3,1.0,7,545000.0,960,0.0,960,5030
8335,1.0,3,1.0,6,350000.0,1010,0.0,1010,9360
8336,2.25,2,2.0,8,320000.0,1550,0.0,1550,1827
8337,2.5,5,1.0,9,452000.0,3154,1913.0,5067,13315
8338,2.0,3,1.5,8,875000.0,1990,360.0,2350,6000
8339,1.5,3,2.0,7,325000.0,1310,0.0,1310,2998
8340,2.25,4,1.0,7,756000.0,1080,0.0,2160,5600
8341,2.5,4,1.0,8,319000.0,1610,900.0,2510,7992
8342,1.75,3,1.5,7,455000.0,750,140.0,890,3800
8343,1.0,2,1.0,7,330000.0,1129,0.0,1129,3840
8344,3.25,4,1.0,8,510000.0,1340,640.0,1980,9988
8345,1.0,3,1.0,7,532000.0,1560,800.0,2360,5012
8346,2.5,3,2.0,8,775000.0,1960,520.0,2480,5007
8347,1.75,3,1.0,7,410000.0,1080,1080.0,2160,4000
8348,1.75,2,1.0,6,205000.0,580,1160.0,1740,5100
8349,2.5,4,2.0,8,585000.0,2430,0.0,2430,6766
8350,1.75,2,1.0,8,255000.0,1950,0.0,1950,8200
8351,1.0,2,1.0,7,415000.0,910,0.0,910,3750
8352,2.0,4,1.0,6,459000.0,1180,1180.0,2360,7080
8353,1.0,3,1.0,7,354000.0,1130,0.0,1130,11250
8354,2.5,3,2.0,8,587000.0,2150,0.0,2150,5193
8355,3.5,4,2.0,10,782000.0,3440,1830.0,5270,53428
8356,1.5,3,1.0,7,570000.0,1300,0.0,1300,7287
8357,1.0,3,1.0,7,414500.0,840,210.0,1050,6002
8358,1.0,4,1.0,7,185000.0,1190,190.0,1380,6700
8359,1.5,3,1.0,7,262500.0,1610,0.0,1610,10291
8360,2.75,4,1.0,9,370000.0,2250,900.0,3150,67518
8361,1.0,3,1.0,7,362500.0,1520,0.0,1520,9507
8362,2.5,3,2.0,9,536000.0,1990,0.0,1990,7397
8363,2.0,5,1.5,7,425000.0,1570,930.0,2500,7804
8364,2.25,3,1.0,7,435000.0,1230,660.0,1890,7200
8365,2.0,5,1.0,7,435000.0,1540,300.0,1840,9240
8366,1.0,2,1.0,7,400000.0,760,460.0,1220,6300
8367,1.5,2,2.0,8,446000.0,1080,290.0,1370,1221
8368,2.5,3,1.0,10,1250000.0,2710,0.0,2710,13120
8369,2.25,3,2.0,7,300000.0,1760,0.0,1760,5421
8370,1.0,2,1.0,7,404500.0,800,0.0,800,5080
8371,2.5,4,2.0,9,910000.0,3530,0.0,3530,49222
8372,2.25,3,1.5,9,771000.0,1390,390.0,1780,6120
8373,2.5,4,2.0,8,335000.0,2610,0.0,2610,4781
8374,1.75,3,1.0,7,390000.0,1850,0.0,1850,15170
8375,2.25,3,1.0,7,288000.0,1560,0.0,1560,9706
8376,1.75,3,1.0,7,403000.0,1270,0.0,1270,10790
8377,2.25,3,3.0,8,510000.0,1420,0.0,1420,1309
8378,3.0,6,2.0,7,751000.0,2880,0.0,2880,6800
8379,1.0,3,1.0,7,408000.0,1420,0.0,1420,8000
8380,1.0,3,1.5,6,1010000.0,1500,140.0,1640,12855
8381,2.0,3,1.0,7,575000.0,1730,0.0,1730,9030
8382,1.75,3,1.0,7,330000.0,1250,0.0,1250,8100
8383,2.25,3,3.0,8,565000.0,1520,0.0,1520,1221
8384,2.5,3,2.0,8,456000.0,1820,0.0,1820,2935
8385,2.5,4,2.0,9,652500.0,2700,0.0,2700,9122
8387,2.5,4,2.0,9,700000.0,2770,0.0,2770,5686
8388,1.0,2,1.5,6,235000.0,1270,0.0,1270,9182
8389,1.75,3,1.0,7,460000.0,1400,0.0,1400,12155
8390,2.25,3,1.0,8,475000.0,1240,580.0,1820,8008
8391,2.0,2,1.0,8,579000.0,1870,0.0,1870,6275
8393,2.5,3,2.0,7,210000.0,720,320.0,1040,2643
8394,2.75,4,2.0,8,359500.0,2140,0.0,2140,10316
8395,1.75,3,1.0,7,248000.0,1330,0.0,1330,9831
8396,1.0,3,1.0,7,239300.0,1070,0.0,1070,5750
8397,2.25,3,3.0,8,315000.0,1370,0.0,1370,1533
8398,3.0,4,2.0,9,970000.0,3510,0.0,3510,12410
8399,1.5,3,1.0,8,510000.0,1000,730.0,1730,6240
8400,1.5,4,1.0,7,418000.0,1000,550.0,1550,9176
8401,2.5,4,2.0,9,699000.0,3280,0.0,3280,27441
8402,2.5,4,1.0,8,871000.0,1400,750.0,2150,8536
8403,1.75,3,1.0,7,515000.0,1210,370.0,1580,9147
8404,1.0,3,1.0,7,400000.0,1460,0.0,1460,43000
8405,1.75,3,1.0,7,445000.0,1110,300.0,1410,5100
8406,2.75,4,1.0,9,1110000.0,1800,1290.0,3090,6600
8407,1.5,3,1.0,7,212000.0,1210,480.0,1690,9600
8408,2.5,4,2.0,9,710000.0,2870,0.0,2870,11304
8409,1.0,4,1.0,7,225800.0,880,220.0,1100,7110
8410,1.75,3,1.0,8,520000.0,1580,730.0,2310,36665
8411,3.75,5,1.0,10,1300000.0,1940,1550.0,3490,15246
8412,2.0,4,1.0,7,248000.0,1040,1040.0,2080,13510
8413,2.5,4,1.0,7,556000.0,1220,1010.0,2230,7200
8414,1.75,5,1.0,7,319950.0,1070,640.0,1710,11900
8415,2.75,4,1.0,7,320000.0,1000,640.0,1640,3000
8416,2.5,3,2.0,7,245000.0,1600,0.0,1600,2788
8417,2.5,3,2.0,10,700000.0,2850,0.0,2850,36585
8418,2.75,5,2.0,8,628000.0,2600,0.0,2600,8160
8419,2.0,3,1.0,7,640000.0,1380,0.0,1380,4800
8420,1.75,4,1.0,7,420000.0,940,380.0,1320,4978
8421,2.5,3,3.0,8,349950.0,1420,0.0,1420,1162
8422,2.75,4,2.0,8,307999.0,2420,0.0,2420,8438
8423,2.75,4,2.0,8,749950.0,1960,640.0,2600,6050
8424,1.0,2,1.0,6,290000.0,840,0.0,840,3844
8425,1.75,3,1.0,7,235000.0,1420,0.0,1420,7920
8428,1.0,2,1.0,7,520000.0,890,450.0,1340,6380
8429,1.0,2,1.0,7,285000.0,1010,0.0,1010,7200
8430,2.0,3,1.0,8,525000.0,1640,0.0,1640,15258
8431,2.75,5,1.0,8,374900.0,1540,1440.0,2980,8500
8433,2.25,3,1.5,8,587450.0,2190,0.0,2190,8775
8434,2.25,3,1.0,7,245000.0,1070,460.0,1530,12000
8435,2.0,3,1.0,7,200000.0,1290,0.0,1290,5757
8437,2.5,3,2.0,9,607000.0,2470,0.0,2470,9226
8438,1.25,1,1.5,8,1250000.0,1230,580.0,1810,5070
8439,2.5,4,1.0,7,549950.0,1180,1050.0,2230,14694
8440,3.0,3,1.0,7,250000.0,2300,0.0,2300,7701
8441,2.5,3,2.0,8,525000.0,2030,0.0,2030,6970
8442,1.75,3,1.0,8,440000.0,1480,520.0,2000,9900
8444,2.5,5,2.0,8,739900.0,3290,0.0,3290,5029
8445,2.0,3,1.0,7,315000.0,900,400.0,1300,3731
8446,1.0,5,1.5,6,340000.0,1360,520.0,1880,3774
8447,2.75,4,2.0,7,366000.0,2170,0.0,2170,9743
8448,1.75,3,1.0,7,315000.0,930,750.0,1680,7250
8449,1.5,3,1.0,7,299000.0,1190,0.0,1190,9135
8450,1.0,2,1.0,7,350000.0,940,0.0,940,5000
8451,1.75,2,1.0,7,340000.0,670,340.0,1010,1461
8452,1.75,3,1.0,7,460000.0,1290,0.0,1290,8580
8453,1.5,3,1.0,7,224000.0,1480,0.0,1480,10588
8454,1.0,2,1.0,6,140000.0,900,0.0,900,6400
8455,2.0,4,1.5,6,246000.0,1400,0.0,1400,7632
8456,2.5,3,2.0,7,330000.0,2040,0.0,2040,14071
8457,1.0,3,1.0,7,306000.0,1010,440.0,1450,7200
8458,1.0,3,1.0,7,324950.0,1210,0.0,1210,7440
8459,1.5,2,1.0,7,345000.0,1240,560.0,1800,26615
8460,1.0,3,1.0,7,207000.0,1490,0.0,1490,8995
8461,1.0,3,1.5,6,238000.0,1240,0.0,1240,5700
8462,2.0,3,2.0,10,695000.0,2632,0.0,2632,18743
8463,2.5,3,2.0,9,649950.0,2150,0.0,2150,15304
8464,2.75,3,1.0,7,515000.0,1010,700.0,1710,9448
8465,2.5,3,2.0,7,452000.0,1530,0.0,1530,5032
8466,2.5,4,2.0,7,236000.0,1630,0.0,1630,3060
8467,3.5,4,2.0,12,1290000.0,3210,870.0,4080,14450
8468,2.75,3,1.0,8,563000.0,1500,840.0,2340,16500
8469,1.75,3,1.0,7,410988.0,1000,0.0,1000,14061
8470,2.5,4,2.0,11,1200000.0,3180,0.0,3180,13118
8471,2.5,4,2.0,8,340000.0,2170,0.0,2170,19785
8472,3.25,4,1.0,9,808100.0,3020,0.0,3020,13457
8473,1.75,3,1.0,7,236000.0,1330,0.0,1330,6301
8474,1.75,4,1.0,8,330000.0,1720,0.0,1720,8300
8476,1.0,3,1.0,7,343000.0,1410,0.0,1410,18600
8477,2.5,3,1.0,7,332000.0,1270,260.0,1530,9406
8478,3.5,5,2.0,11,945000.0,4380,0.0,4380,14925
8479,1.0,3,1.0,6,239950.0,1140,0.0,1140,8366
8480,1.75,5,1.5,7,674000.0,1250,860.0,2110,5000
8481,1.0,3,1.0,6,200000.0,1050,0.0,1050,5000
8482,1.75,3,1.0,8,453000.0,1600,0.0,1600,7232
8483,1.75,3,1.0,7,330000.0,1430,0.0,1430,8865
8484,2.5,4,2.0,7,285000.0,1996,0.0,1996,4547
8485,1.75,4,1.0,6,338000.0,910,620.0,1530,8152
8486,1.0,2,1.0,6,264950.0,1000,0.0,1000,6000
8487,2.0,4,1.0,8,880000.0,1350,1180.0,2530,10800
8488,1.5,3,1.0,7,209500.0,970,0.0,970,5488
8489,2.5,4,1.0,7,380000.0,1310,1090.0,2400,9398
8490,2.0,3,1.0,7,336500.0,1830,0.0,1830,12891
8491,2.25,3,1.0,7,360000.0,1290,840.0,2130,8466
8492,3.25,4,2.0,8,911100.0,3330,0.0,3330,33826
8493,1.0,2,1.0,6,249900.0,560,0.0,560,7560
8494,1.0,4,1.0,7,175000.0,1210,0.0,1210,6250
8495,2.5,3,3.0,9,549950.0,2380,0.0,2380,2500
8496,1.75,3,1.0,6,225000.0,1370,0.0,1370,10866
8497,1.75,3,1.0,6,270000.0,1370,0.0,1370,10866
8498,2.25,3,2.0,8,400000.0,1740,0.0,1740,11040
8499,1.0,2,1.0,6,299800.0,790,0.0,790,5240
8500,2.5,3,2.0,8,555000.0,2480,0.0,2480,8676
8501,2.5,3,2.0,8,230000.0,1920,0.0,1920,9180
8502,2.5,4,2.0,9,360000.0,2750,0.0,2750,6259
8504,1.75,4,1.0,9,355000.0,1660,500.0,2160,8000
8505,2.5,4,2.0,8,635000.0,2570,0.0,2570,27972
8506,2.75,5,1.0,7,353000.0,1100,1030.0,2130,5000
8508,1.5,3,1.0,7,265000.0,1270,510.0,1780,10196
8509,1.75,4,1.0,7,250000.0,1910,0.0,1910,8250
8510,1.0,2,1.0,7,225000.0,1170,0.0,1170,7142
8511,1.0,2,1.0,7,553000.0,900,0.0,900,5000
8512,2.5,5,1.0,7,565000.0,1400,1250.0,2650,11455
8513,1.0,2,1.0,6,312000.0,980,190.0,1170,5150
8515,2.75,4,1.0,8,320000.0,1340,810.0,2150,9163
8516,2.0,3,1.0,7,453000.0,1430,0.0,1430,9583
8517,1.0,3,1.0,6,320000.0,960,0.0,960,6180
8518,2.75,4,1.0,8,610000.0,1440,1200.0,2640,8400
8519,1.5,3,1.0,8,385000.0,1490,0.0,1490,9630
8520,1.75,3,1.0,6,215000.0,1210,0.0,1210,8075
8521,1.5,4,1.5,8,215000.0,1860,0.0,1860,5040
8522,2.5,3,2.0,7,415000.0,1980,0.0,1980,4274
8523,1.0,1,1.0,6,350000.0,900,0.0,900,6380
8524,1.0,1,1.0,6,395000.0,900,0.0,900,6380
8525,1.75,2,1.0,7,898000.0,1490,0.0,1490,9874
8526,2.5,3,2.0,8,480000.0,2980,0.0,2980,7338
8527,2.5,3,3.0,9,1240000.0,1870,790.0,2660,1973
8529,3.0,4,2.0,9,770000.0,2800,0.0,2800,9127
8530,2.25,3,2.0,8,1210000.0,1590,0.0,1590,8520
8531,2.25,4,1.0,9,1590000.0,2080,1160.0,3240,11131
8532,2.0,3,1.0,8,880000.0,2130,0.0,2130,35169
8534,1.75,3,1.0,7,445000.0,1750,0.0,1750,7200
8535,2.75,4,2.0,10,849000.0,4010,0.0,4010,87555
8536,1.5,4,1.5,7,752000.0,1650,0.0,1650,2970
8537,7.5,9,2.0,7,450000.0,4050,0.0,4050,6504
8538,1.0,3,1.0,7,420000.0,1320,0.0,1320,5500
8539,2.5,4,2.0,8,330000.0,2310,0.0,2310,6320
8540,1.75,3,1.0,8,409000.0,1440,0.0,1440,9065
8541,1.75,5,1.0,7,350000.0,1180,1150.0,2330,14322
8542,2.5,4,1.0,8,570000.0,2430,0.0,2430,44001
8543,1.0,3,1.0,7,315000.0,1390,0.0,1390,8333
8545,1.75,4,1.0,7,293550.0,1370,750.0,2120,9706
8546,2.75,4,1.5,6,350000.0,1340,960.0,2300,3175
8547,2.5,4,2.0,10,1110000.0,3320,0.0,3320,9380
8548,2.5,4,2.0,7,442500.0,2400,0.0,2400,7092
8549,2.5,3,1.0,9,616500.0,3240,340.0,3580,118047
8550,2.5,3,1.0,8,506400.0,1700,400.0,2100,9040
8551,2.25,3,2.0,7,324000.0,1550,0.0,1550,4411
8552,1.5,3,1.5,6,169000.0,1570,0.0,1570,6450
8553,2.0,3,1.0,7,595000.0,750,730.0,1480,5000
8554,2.5,3,2.0,7,299900.0,2720,0.0,2720,6014
8555,2.25,3,1.0,7,332000.0,1380,890.0,2270,8876
8556,1.75,4,1.0,7,432000.0,1600,810.0,2410,8400
8557,2.75,4,1.0,9,510000.0,1740,990.0,2730,9112
8558,2.5,3,2.0,7,270000.0,1540,0.0,1540,7739
8559,2.5,5,2.0,11,750000.0,3120,0.0,3120,15593
8561,1.0,3,1.0,6,189000.0,860,0.0,860,5200
8562,2.5,4,2.0,8,726500.0,2180,0.0,2180,3893
8563,2.0,3,1.5,7,287000.0,1300,0.0,1300,11374
8564,3.5,4,2.0,9,679000.0,3420,0.0,3420,49223
8565,2.25,3,1.0,8,316000.0,1570,0.0,2130,8721
8566,2.5,4,2.0,8,498000.0,2300,0.0,2300,22445
8567,1.75,4,1.0,7,448000.0,1480,1080.0,2560,8270
8568,1.0,2,1.0,7,535000.0,1040,0.0,1040,5527
8569,3.0,4,2.0,10,560000.0,3080,0.0,3080,9601
8570,2.25,4,1.0,8,437850.0,1610,1060.0,2670,14255
8571,2.75,4,2.0,8,435000.0,2720,550.0,3270,50994
8572,2.5,4,2.0,8,510000.0,2610,0.0,2610,8031
8573,2.5,3,2.0,8,520000.0,2460,0.0,2460,54885
8574,1.5,2,2.0,8,509000.0,1930,0.0,1930,3521
8575,1.0,3,1.0,6,575000.0,1220,0.0,1220,5652
8576,2.5,4,1.0,7,365000.0,1330,0.0,2030,7210
8577,2.0,3,1.0,9,795000.0,1500,920.0,2420,17859
8578,2.5,3,2.0,7,285000.0,1870,0.0,1870,4060
8579,2.25,3,2.0,10,955000.0,2720,300.0,3020,43560
8581,3.0,4,2.0,7,400000.0,1810,0.0,1810,5012
8582,2.5,4,2.0,9,570000.0,2590,0.0,2590,8483
8583,3.25,5,2.0,9,955990.0,3830,0.0,3830,6507
8584,2.25,3,1.0,10,1150000.0,2260,990.0,3250,34848
8585,2.0,4,1.0,9,459950.0,2120,640.0,2760,21465
8586,1.75,2,1.0,6,245000.0,1220,0.0,1220,8382
8587,1.5,3,3.0,7,281000.0,1280,0.0,1280,974
8588,0.75,3,1.0,4,205000.0,770,0.0,770,7000
8589,1.75,3,1.0,7,290000.0,1520,0.0,1520,15090
8590,2.5,4,1.0,8,635000.0,2080,0.0,2080,11176
8591,1.0,1,1.0,5,310000.0,570,0.0,570,6000
8592,2.0,4,1.0,7,470000.0,830,670.0,1500,3659
8593,2.5,2,2.0,10,600000.0,2510,0.0,2510,14878
8595,3.5,3,2.0,8,538500.0,2500,0.0,2500,4270
8596,2.5,4,2.0,9,594950.0,2720,0.0,2720,10006
8598,1.75,3,1.0,7,510000.0,1480,0.0,1480,7040
8599,2.25,4,1.0,7,360000.0,1270,1200.0,2470,8686
8600,1.0,2,1.0,7,435000.0,1090,560.0,1650,5106
8601,1.75,3,1.0,8,559000.0,1700,0.0,1700,6500
8602,1.5,2,1.5,8,645000.0,1995,0.0,1995,115670
8603,1.0,2,1.0,6,340000.0,640,640.0,1280,9690
8604,2.5,4,2.0,9,565000.0,2980,0.0,2980,10459
8605,1.75,3,1.0,7,575700.0,1480,250.0,1730,6130
8606,3.25,3,2.0,10,1010000.0,1840,580.0,2420,1923
8608,4.0,5,1.0,7,265000.0,900,500.0,1400,8580
8609,2.0,4,1.0,7,699950.0,1180,890.0,2070,7830
8610,1.75,1,1.0,4,355000.0,550,200.0,750,20339
8611,1.5,3,1.0,7,381000.0,1460,0.0,1460,11407
8612,2.25,5,1.0,8,564000.0,1220,920.0,2140,8700
8613,1.0,2,1.0,6,114975.0,740,0.0,740,6250
8614,0.75,1,1.0,4,325000.0,410,0.0,410,8636
8615,1.0,2,1.0,7,299990.0,1570,0.0,1570,125452
8616,2.75,5,2.0,9,751000.0,2860,0.0,2860,5280
8617,2.25,3,2.0,8,425000.0,1400,0.0,1400,6970
8618,1.75,3,1.0,8,665000.0,1560,1140.0,2700,5040
8620,1.5,7,1.5,8,575000.0,2320,350.0,2670,11250
8621,1.75,3,1.0,7,190000.0,1520,0.0,1520,9600
8622,1.75,3,1.0,7,314950.0,1520,0.0,1520,9600
8623,2.0,2,1.0,7,601150.0,1120,540.0,1660,5200
8624,1.0,2,1.0,7,315000.0,860,0.0,860,8308
8625,1.5,2,1.0,7,545000.0,1280,1060.0,2340,13380
8626,2.25,4,2.0,8,565000.0,2110,0.0,2110,10698
8627,1.0,3,1.0,7,175000.0,1010,0.0,1010,7034
8628,2.0,3,2.5,8,530000.0,2330,0.0,2330,26571
8629,3.0,4,2.0,12,4490000.0,6430,0.0,6430,27517
8630,1.75,3,1.0,8,430000.0,1310,300.0,1610,7900
8631,1.75,3,1.0,7,225000.0,1460,0.0,1460,8372
8632,4.0,5,2.0,7,312000.0,1950,950.0,2900,9779
8633,1.0,3,1.0,7,380000.0,1260,0.0,1260,7980
8634,1.0,2,1.0,7,222200.0,1210,0.0,1210,10000
8635,3.5,5,2.0,10,1440000.0,3420,0.0,3420,8000
8636,2.5,4,2.0,7,329950.0,2120,0.0,2120,4558
8637,2.5,3,1.0,10,995000.0,2460,0.0,2460,10300
8638,3.5,3,2.0,11,929950.0,3790,0.0,3790,10829
8639,2.5,4,1.0,10,692000.0,2350,0.0,2350,9779
8640,1.0,2,1.0,6,402000.0,620,0.0,620,2475
8641,1.75,3,1.0,7,510000.0,1340,580.0,1920,43560
8642,1.0,3,1.0,7,249000.0,1050,0.0,1050,8498
8643,1.5,3,1.0,7,244900.0,1360,0.0,1360,9980
8644,1.0,3,1.0,6,289900.0,1180,0.0,1180,7068
8645,1.0,4,1.0,7,552500.0,1170,390.0,1560,7980
8647,2.75,2,2.0,7,440000.0,750,350.0,1100,1088
8648,1.75,3,1.0,7,286000.0,1090,680.0,1770,9000
8649,1.0,3,1.0,6,260000.0,800,400.0,1200,4592
8650,2.25,2,2.0,8,355000.0,1330,0.0,1330,10838
8651,1.75,3,1.0,8,318000.0,1570,0.0,1570,12506
8652,1.0,2,1.0,7,255000.0,1610,0.0,1610,19965
8653,1.0,3,1.0,7,139000.0,1100,0.0,1100,17334
8654,2.25,4,2.0,7,485000.0,1810,0.0,1810,7068
8656,1.5,3,1.5,8,588000.0,1780,0.0,1780,4200
8657,2.5,3,1.5,8,975000.0,1950,1100.0,3050,7410
8658,2.0,3,2.0,8,402000.0,1540,0.0,1540,1827
8659,1.0,3,1.0,7,245000.0,1380,0.0,1380,9875
8660,1.75,3,1.5,8,445000.0,1890,0.0,1890,32340
8661,1.75,3,1.0,7,195000.0,1570,0.0,1570,8459
8662,2.0,5,1.0,7,385000.0,1480,1060.0,2540,11750
8663,1.5,3,1.0,7,450000.0,1000,520.0,1520,7903
8664,2.5,4,2.0,9,1090000.0,2780,0.0,2780,6837
8665,1.0,2,2.0,6,396675.0,1730,0.0,1730,6375
8666,2.25,5,1.0,7,242000.0,1170,1170.0,2340,7494
8667,1.75,3,1.0,6,380000.0,1300,0.0,1300,12378
8669,2.5,3,2.0,7,399950.0,1470,0.0,1470,4488
8670,2.5,4,2.0,9,895000.0,2850,0.0,2850,8526
8672,1.5,3,2.0,7,270000.0,1610,0.0,1610,8375
8673,2.0,3,1.0,7,349900.0,1210,1210.0,2420,38781
8674,2.5,3,2.0,8,454280.0,1170,300.0,1470,1741
8675,2.5,3,1.0,6,390000.0,1410,0.0,1410,26375
8676,1.75,3,1.0,8,275000.0,1840,0.0,1840,14005
8677,2.5,4,2.0,8,300000.0,2450,0.0,2450,8932
8678,1.75,3,1.0,7,700000.0,850,650.0,1500,6000
8679,1.75,3,1.0,7,520000.0,1280,800.0,2080,6609
8680,2.5,3,2.0,9,715000.0,2770,0.0,2770,39529
8681,2.5,3,2.0,8,404000.0,2370,0.0,2370,4324
8682,2.0,3,2.0,7,490500.0,1970,1030.0,3000,21883
8684,1.75,4,1.0,7,557800.0,1550,0.0,1550,6000
8685,2.25,4,1.0,8,571000.0,1550,740.0,2290,9900
8686,2.5,4,2.0,9,410000.0,2560,0.0,2560,4020
8687,1.5,3,1.0,7,225000.0,1240,0.0,1240,5506
8688,2.5,4,2.0,9,700000.0,2590,0.0,2590,4498
8690,2.0,2,1.0,7,536500.0,680,680.0,1360,1860
8691,2.5,3,1.0,8,330000.0,1600,460.0,2060,25046
8692,1.75,3,1.0,7,249950.0,1120,0.0,1120,15210
8693,1.75,4,1.5,7,249000.0,1630,0.0,1630,8410
8694,1.75,3,1.5,6,249000.0,1590,0.0,1590,7535
8695,1.75,4,1.0,7,780000.0,1390,1090.0,2480,9195
8696,2.5,4,2.0,9,1200000.0,2700,0.0,2700,4275
8697,1.75,3,1.0,7,434500.0,1110,820.0,1930,7210
8699,1.0,2,1.0,6,417200.0,1000,0.0,1000,4000
8700,2.25,4,2.0,9,649990.0,2130,0.0,2130,11900
8701,1.0,2,1.0,7,506000.0,960,100.0,1060,3588
8702,2.5,3,2.0,7,348000.0,1730,0.0,1730,4004
8703,2.5,4,2.0,9,301000.0,2810,0.0,2810,6146
8704,1.0,2,1.0,7,427550.0,880,0.0,880,4000
8705,1.0,3,1.5,7,361000.0,1040,0.0,1040,6720
8706,2.5,2,1.0,7,460000.0,930,900.0,1830,8107
8707,3.5,4,2.0,8,958000.0,1800,0.0,1800,6400
8708,1.75,5,1.5,7,445000.0,1340,1120.0,2460,6846
8709,2.5,3,2.0,7,373000.0,1670,0.0,1670,3565
8710,2.25,4,1.0,8,525000.0,1750,910.0,2660,7957
8711,2.5,3,2.0,9,364988.0,2850,0.0,2850,12593
8712,1.0,2,1.0,7,324000.0,820,0.0,820,8370
8713,3.0,4,1.0,8,625000.0,1490,860.0,2350,5627
8714,1.75,3,1.0,7,237500.0,1480,0.0,1480,7830
8715,2.25,6,1.0,8,429300.0,1730,1200.0,2930,15949
8716,1.0,3,1.0,7,155000.0,1030,220.0,1250,6250
8717,2.75,4,1.5,8,614000.0,1780,980.0,2760,8160
8718,2.5,3,2.0,9,650000.0,2380,0.0,2380,3332
8719,2.0,3,1.0,7,625000.0,1730,0.0,1730,12219
8720,2.25,3,1.0,8,587100.0,1670,0.0,1670,6414
8721,2.5,4,2.0,8,380000.0,2150,0.0,2150,37647
8722,1.0,2,1.0,6,479500.0,730,200.0,930,5760
8723,1.0,1,1.0,6,382888.0,620,0.0,620,2380
8725,2.75,4,1.0,8,691000.0,1700,850.0,2550,8632
8726,2.0,3,1.0,7,760500.0,1130,860.0,1990,3990
8727,2.5,4,2.0,9,685000.0,3550,0.0,3550,10968
8728,1.0,3,1.0,6,199129.0,860,0.0,860,33664
8729,3.0,3,2.0,9,335000.0,2031,0.0,2031,7702
8730,2.0,3,1.0,8,305100.0,1590,0.0,1590,35988
8731,2.25,4,1.0,9,830000.0,3010,0.0,3010,12202
8732,2.5,3,2.0,10,810000.0,2610,0.0,2610,8481
8733,2.25,3,1.0,8,500000.0,1180,260.0,1440,15661
8734,1.75,3,1.0,7,490000.0,960,960.0,1920,5405
8735,1.75,2,2.0,7,490000.0,1670,0.0,1670,4200
8736,1.75,4,1.0,7,272000.0,1030,360.0,1390,10660
8737,2.25,3,2.0,7,280000.0,2140,0.0,2140,7200
8738,1.0,3,1.5,7,233000.0,1250,0.0,1250,6180
8739,1.0,3,1.0,7,275000.0,1080,0.0,1080,6000
8740,3.25,3,2.0,9,375000.0,2110,650.0,2760,6420
8741,2.75,3,2.0,8,445000.0,2180,0.0,2180,3703
8742,2.5,3,3.0,8,437500.0,1260,0.0,1260,1125
8743,1.0,4,1.5,7,426250.0,1510,100.0,1610,6000
8744,1.5,3,1.0,7,358000.0,2450,0.0,2450,12497
8745,3.5,4,2.0,11,1180000.0,4150,0.0,4150,49503
8746,1.0,2,1.0,5,305000.0,960,0.0,960,8276
8747,1.75,2,1.0,8,415000.0,1340,0.0,1340,4664
8749,3.5,4,2.0,9,733000.0,3080,0.0,3080,5974
8750,1.0,3,1.0,7,411500.0,1130,0.0,1130,8159
8751,1.75,3,1.5,6,540000.0,1760,520.0,2280,16671
8752,1.5,3,1.0,7,270500.0,1652,300.0,1952,8613
8753,1.5,2,2.0,8,422250.0,1200,80.0,1280,1256
8754,3.25,5,2.0,9,655000.0,3690,0.0,3690,12353
8755,3.25,5,2.0,11,1200000.0,3310,1300.0,4610,10576
8757,2.25,2,2.0,8,460000.0,1020,210.0,1230,929
8758,1.5,4,1.0,6,159075.0,790,790.0,1580,6200
8759,1.0,2,1.5,6,470000.0,1220,0.0,1220,4000
8760,1.0,2,1.0,6,235000.0,1020,0.0,1020,7920
8761,1.5,2,1.0,7,309950.0,1510,0.0,1510,9843
8762,1.75,4,1.0,7,433000.0,1010,820.0,1830,9600
8763,2.5,3,1.0,8,895000.0,1650,1100.0,2750,10000
8764,1.5,3,1.0,7,291000.0,1140,720.0,1860,60960
8765,2.5,3,2.0,9,835000.0,2720,0.0,2720,13124
8766,1.0,2,1.0,7,640000.0,1200,160.0,1360,5000
8767,2.25,3,1.0,8,438000.0,1340,1000.0,2340,14279
8768,2.5,4,2.0,8,540000.0,2600,0.0,2600,9935
8769,2.5,4,1.0,7,325000.0,1090,1000.0,2090,7434
8770,1.75,4,1.5,7,380000.0,1360,900.0,2260,7200
8771,1.0,2,1.0,7,510000.0,930,460.0,1390,5544
8772,2.5,4,2.0,8,380000.0,2300,0.0,2300,7707
8773,2.5,4,1.0,8,825000.0,1710,1100.0,2810,9800
8774,3.25,4,2.0,9,880000.0,4060,0.0,4060,52707
8776,1.0,3,1.5,7,790000.0,1290,0.0,1290,6380
8777,1.5,2,1.0,6,287000.0,720,0.0,720,4346
8778,3.0,3,1.5,7,509000.0,1570,560.0,2130,5000
