,bathrooms,bedrooms,floors,grade,price,sqft_above,sqft_basement,sqft_lot
9164,1.75,2.0,1.0,7.0,299000.0,1250.0,0.0,34395.0
9165,2.0,3.0,1.0,7.0,240000.0,1100.0,0.0,6360.0
9166,1.75,3.0,1.0,8.0,1960000.0,1940.0,1390.0,12566.0
9167,3.25,4.0,2.0,9.0,1270000.0,1960.0,1680.0,3604.0
9168,1.75,2.0,2.0,7.0,405000.0,1350.0,0.0,2653.0
9169,2.0,4.0,1.0,7.0,304000.0,1310.0,0.0,8454.0
9170,2.25,4.0,2.0,7.0,272000.0,1800.0,0.0,5555.0
9171,1.0,2.0,1.0,6.0,412000.0,690.0,570.0,3960.0
9172,2.5,4.0,2.0,9.0,698000.0,2990.0,0.0,7231.0
9173,1.0,2.0,1.0,7.0,400000.0,1140.0,0.0,5100.0
9174,2.5,3.0,2.0,8.0,305000.0,2100.0,0.0,6825.0
9175,2.0,4.0,1.0,7.0,585000.0,2400.0,0.0,12753.0
9176,1.5,2.0,1.0,7.0,190000.0,960.0,440.0,9031.0
9177,2.5,4.0,2.0,10.0,760000.0,2990.0,0.0,12788.0
9178,1.75,3.0,1.0,8.0,570000.0,1930.0,0.0,36210.0
9179,1.0,3.0,1.0,6.0,144000.0,980.0,0.0,6800.0
9180,1.0,2.0,1.0,5.0,139000.0,690.0,0.0,5280.0
9181,1.5,4.0,1.5,7.0,525000.0,1130.0,300.0,6380.0
9182,1.0,1.0,1.0,6.0,293000.0,1110.0,0.0,5421.0
9183,2.5,2.0,2.0,7.0,267100.0,1030.0,220.0,1580.0
9184,3.25,4.0,2.0,10.0,1500000.0,2830.0,640.0,5222.0
9185,2.25,3.0,2.0,7.0,240000.0,1500.0,0.0,15334.0
9187,1.75,5.0,1.0,7.0,279950.0,1460.0,690.0,7171.0
9188,1.75,3.0,1.0,7.0,405000.0,1260.0,0.0,7373.0
9189,2.5,3.0,2.0,9.0,400000.0,2740.0,0.0,83199.0
9190,1.0,3.0,1.0,5.0,225000.0,960.0,0.0,6500.0
9191,1.0,3.0,1.0,7.0,250000.0,1120.0,400.0,7800.0
9192,2.25,3.0,1.0,7.0,272950.0,1180.0,390.0,9096.0
9193,1.0,5.0,2.0,9.0,625000.0,3240.0,0.0,5324.0
9194,1.75,3.0,1.5,7.0,670000.0,1280.0,0.0,2147.0
9195,2.5,3.0,3.0,9.0,1070000.0,2130.0,0.0,3545.0
9196,1.75,3.0,1.0,8.0,540000.0,1420.0,550.0,8200.0
9197,2.5,3.0,2.0,9.0,525000.0,2990.0,0.0,6725.0
9198,1.0,2.0,1.0,7.0,425000.0,1160.0,0.0,17700.0
9199,1.75,3.0,1.0,7.0,465500.0,1290.0,600.0,7004.0
9200,2.5,3.0,2.0,7.0,443500.0,2170.0,0.0,5866.0
9201,2.25,4.0,1.0,7.0,350000.0,1570.0,0.0,499571.0
9202,2.5,3.0,2.0,9.0,850000.0,3260.0,0.0,91911.0
9203,2.25,3.0,3.0,8.0,205000.0,1250.0,0.0,952.0
9204,2.5,4.0,1.0,8.0,315000.0,1140.0,800.0,10200.0
9205,2.5,3.0,2.0,8.0,470000.0,2150.0,0.0,8221.0
9206,2.25,4.0,1.0,9.0,1100000.0,1660.0,1650.0,8540.0
9207,1.75,3.0,1.0,7.0,340000.0,2050.0,1350.0,46382.0
9208,2.5,4.0,1.0,8.0,310000.0,1740.0,920.0,12672.0
9209,1.0,3.0,1.0,7.0,305000.0,950.0,0.0,13475.0
9210,1.5,3.0,1.0,7.0,307150.0,1480.0,0.0,6752.0
9211,2.5,4.0,1.0,9.0,729032.0,1780.0,1060.0,12866.0
9212,2.5,5.0,1.0,8.0,750000.0,2020.0,1220.0,9960.0
9213,2.5,4.0,2.0,7.0,289000.0,1961.0,0.0,3207.0
9214,1.0,3.0,1.0,7.0,480000.0,1100.0,0.0,5700.0
9215,1.75,3.0,1.0,8.0,529000.0,1500.0,0.0,7367.0
9216,1.75,3.0,2.0,7.0,585000.0,1140.0,340.0,4800.0
9217,2.75,4.0,1.0,8.0,704000.0,2050.0,460.0,12500.0
9218,2.0,4.0,1.5,7.0,607000.0,1490.0,0.0,4054.0
9219,2.25,3.0,2.0,8.0,580000.0,1810.0,380.0,8188.0
9220,2.5,5.0,2.0,8.0,875000.0,2530.0,0.0,8564.0
9221,2.5,4.0,1.0,8.0,610000.0,1560.0,880.0,9350.0
9222,0.75,3.0,1.0,6.0,230000.0,1040.0,0.0,15000.0
9223,2.25,4.0,2.0,8.0,510000.0,2450.0,0.0,62290.0
9224,2.5,4.0,1.0,7.0,733000.0,1370.0,840.0,5002.0
9225,2.0,3.0,1.0,7.0,169100.0,1050.0,0.0,18304.0
9226,2.0,3.0,1.0,7.0,250000.0,1050.0,0.0,18304.0
9227,2.25,4.0,2.0,8.0,500000.0,2730.0,0.0,35100.0
9228,1.0,2.0,1.0,8.0,700000.0,1320.0,300.0,9855.0
9229,2.75,4.0,2.0,8.0,379000.0,2410.0,0.0,5225.0
9230,2.5,4.0,2.0,9.0,650000.0,3420.0,0.0,222156.0
9231,1.0,2.0,1.0,7.0,412133.0,920.0,0.0,4400.0
9232,2.25,4.0,1.0,8.0,480000.0,1740.0,590.0,14190.0
9233,1.75,3.0,1.0,7.0,650000.0,1940.0,0.0,10245.0
9234,2.5,2.0,2.0,8.0,505000.0,1900.0,0.0,5065.0
9235,2.5,4.0,1.0,9.0,931088.0,1930.0,1580.0,17400.0
9236,1.75,4.0,1.0,8.0,570000.0,1860.0,0.0,7700.0
9237,1.0,3.0,1.0,6.0,475000.0,1380.0,0.0,4635.0
9238,1.75,6.0,1.0,7.0,240000.0,1310.0,900.0,8594.0
9239,2.5,4.0,1.0,8.0,462000.0,1590.0,1050.0,47480.0
9240,2.5,3.0,2.0,8.0,1120000.0,3220.0,1310.0,22873.0
9241,1.0,3.0,1.0,6.0,243000.0,1500.0,0.0,6600.0
9242,2.25,4.0,1.0,8.0,660000.0,2010.0,0.0,15375.0
9244,4.25,4.0,2.0,11.0,1680000.0,5584.0,0.0,68257.0
9245,7.75,6.0,2.0,13.0,6890000.0,8860.0,1030.0,31374.0
9246,2.5,3.0,2.0,7.0,368000.0,2080.0,0.0,4307.0
9247,4.25,5.0,2.0,9.0,811500.0,2860.0,1110.0,4500.0
9248,1.0,2.0,1.0,6.0,275000.0,770.0,0.0,8149.0
9249,2.5,4.0,2.0,9.0,650000.0,2500.0,0.0,6005.0
9250,2.0,3.0,1.5,7.0,485000.0,2410.0,0.0,50654.0
9251,2.5,3.0,1.0,7.0,425000.0,1340.0,0.0,10018.0
9252,2.5,3.0,1.0,8.0,530000.0,1550.0,1090.0,13775.0
9253,1.75,4.0,1.0,8.0,657000.0,1370.0,1370.0,8520.0
9254,2.75,4.0,1.0,7.0,315000.0,1080.0,500.0,3770.0
9256,2.75,3.0,1.0,8.0,550000.0,1240.0,720.0,13252.0
9257,2.25,2.0,2.0,8.0,347000.0,1270.0,290.0,1705.0
9258,2.75,5.0,1.0,7.0,525000.0,1240.0,1200.0,8000.0
9259,1.5,3.0,2.0,8.0,490000.0,840.0,150.0,1343.0
9260,2.25,3.0,2.0,8.0,500000.0,2210.0,0.0,7916.0
9261,2.75,3.0,2.0,9.0,585000.0,3080.0,0.0,7282.0
9262,2.75,4.0,1.0,9.0,926500.0,1750.0,1150.0,17802.0
9263,1.0,1.0,1.0,7.0,465000.0,1020.0,0.0,3200.0
9264,2.0,4.0,1.0,7.0,200000.0,1900.0,0.0,8160.0
9265,4.75,6.0,2.0,12.0,1680000.0,4500.0,1270.0,16747.0
9266,1.0,2.0,1.0,6.0,220500.0,990.0,0.0,57499.0
9267,1.0,2.0,1.0,6.0,329000.0,990.0,0.0,57499.0
9268,4.0,3.0,3.0,8.0,715000.0,2080.0,0.0,2250.0
9269,4.0,3.0,3.0,8.0,780000.0,2080.0,0.0,2250.0
9270,1.0,2.0,1.0,7.0,410000.0,1050.0,430.0,4080.0
9271,1.0,2.0,1.0,7.0,778100.0,1050.0,430.0,4080.0
9272,1.0,3.0,1.0,7.0,406000.0,1090.0,0.0,11292.0
9273,2.5,4.0,1.0,8.0,665000.0,1660.0,1140.0,5900.0
9274,1.0,2.0,1.0,7.0,305000.0,1000.0,0.0,8212.0
9275,2.5,3.0,2.0,7.0,265000.0,1640.0,0.0,7668.0
9276,1.0,4.0,1.5,7.0,485000.0,1620.0,0.0,4080.0
9277,2.5,3.0,1.0,9.0,600000.0,1860.0,0.0,108900.0
9278,1.5,2.0,1.0,7.0,510000.0,1060.0,800.0,5100.0
9279,1.0,2.0,1.0,8.0,195000.0,1080.0,0.0,3899.0
9280,1.75,3.0,1.0,7.0,432500.0,1270.0,710.0,5100.0
9281,1.75,3.0,1.0,7.0,490000.0,1220.0,290.0,8433.0
9282,2.5,3.0,2.0,7.0,270000.0,1690.0,0.0,7165.0
9283,1.5,2.0,2.0,7.0,370000.0,1010.0,0.0,2102.0
9284,2.5,3.0,2.0,8.0,327500.0,2090.0,0.0,12027.0
9285,1.0,2.0,1.0,7.0,826000.0,1060.0,0.0,6120.0
9287,1.0,2.0,1.0,7.0,587750.0,890.0,0.0,4730.0
9288,2.5,5.0,1.0,8.0,449228.0,1650.0,1370.0,24750.0
9289,2.5,3.0,1.0,9.0,565000.0,2030.0,0.0,217805.0
9290,2.5,4.0,2.0,9.0,660000.0,3170.0,0.0,186436.0
9291,2.75,5.0,1.0,8.0,400000.0,1250.0,1220.0,19200.0
9293,1.75,4.0,1.0,7.0,560000.0,1060.0,1060.0,6250.0
9294,2.25,3.0,1.5,8.0,727000.0,1520.0,660.0,4200.0
9295,3.0,4.0,2.0,7.0,224000.0,2300.0,0.0,7609.0
9296,2.5,4.0,2.0,11.0,1080000.0,4200.0,0.0,35267.0
9297,2.25,3.0,1.0,7.0,439000.0,1220.0,260.0,7565.0
9298,1.5,3.0,1.5,7.0,335000.0,1480.0,760.0,87625.0
9299,1.5,4.0,1.0,8.0,779000.0,1370.0,1370.0,4912.0
9300,1.75,5.0,1.5,6.0,452000.0,1830.0,0.0,47916.0
9301,3.0,4.0,1.5,7.0,775000.0,2000.0,0.0,5304.0
9302,1.75,3.0,1.0,7.0,235000.0,1380.0,0.0,8362.0
9303,1.75,3.0,2.0,7.0,370000.0,1620.0,0.0,37913.0
9304,3.0,4.0,2.0,9.0,790000.0,3180.0,0.0,12070.0
9305,1.5,2.0,1.0,6.0,903000.0,1140.0,0.0,7800.0
9306,1.0,3.0,1.0,6.0,209950.0,970.0,0.0,9583.0
9307,2.5,3.0,2.0,7.0,309000.0,1780.0,0.0,7859.0
9308,1.75,3.0,1.0,7.0,440000.0,1120.0,1120.0,8153.0
9309,2.25,4.0,2.0,8.0,571500.0,1860.0,950.0,25990.0
9310,1.0,2.0,1.0,7.0,514000.0,920.0,0.0,4000.0
9311,1.75,3.0,1.0,7.0,323000.0,1200.0,630.0,12500.0
9312,1.75,2.0,1.0,8.0,290000.0,1560.0,0.0,7575.0
9313,4.25,4.0,2.0,11.0,2580000.0,4280.0,1260.0,15408.0
9314,2.0,3.0,1.0,10.0,1360000.0,2310.0,0.0,21318.0
9315,1.5,4.0,1.5,7.0,551000.0,1470.0,0.0,5100.0
9316,2.5,4.0,1.5,10.0,960000.0,3430.0,0.0,43560.0
9317,2.5,5.0,2.0,9.0,720000.0,2900.0,0.0,9525.0
9318,1.75,3.0,1.0,8.0,218000.0,1320.0,530.0,7684.0
9319,2.5,4.0,2.0,8.0,334950.0,2190.0,0.0,7000.0
9320,2.25,4.0,2.0,9.0,605000.0,2510.0,0.0,31584.0
9321,3.25,4.0,2.0,9.0,825000.0,2390.0,810.0,4477.0
9322,1.75,4.0,1.0,8.0,268500.0,1670.0,0.0,8000.0
9323,1.75,3.0,1.0,7.0,230000.0,1010.0,0.0,9600.0
9324,4.0,4.0,2.0,10.0,1340000.0,3260.0,1790.0,202554.0
9325,1.5,2.0,1.0,7.0,245500.0,1430.0,0.0,9782.0
9326,2.25,3.0,1.0,7.0,440000.0,1280.0,600.0,7989.0
9327,2.75,4.0,2.0,8.0,571500.0,2180.0,0.0,5799.0
9328,2.25,3.0,2.0,7.0,182500.0,1830.0,0.0,4744.0
9329,1.0,2.0,1.0,6.0,217000.0,970.0,0.0,5600.0
9330,1.5,2.0,1.0,6.0,335000.0,1170.0,0.0,5248.0
9331,1.0,2.0,1.0,7.0,501000.0,1010.0,0.0,4320.0
9332,2.5,3.0,1.0,8.0,339950.0,1290.0,850.0,7641.0
9333,1.75,3.0,1.0,8.0,340000.0,1630.0,600.0,10403.0
9334,1.0,2.0,1.5,6.0,582500.0,1140.0,0.0,23779.0
9335,1.0,2.0,1.0,6.0,298800.0,860.0,0.0,8189.0
9336,1.75,6.0,1.0,8.0,317500.0,1340.0,1200.0,8400.0
9337,2.5,4.0,1.5,7.0,598000.0,1550.0,870.0,5118.0
9338,2.25,2.0,2.0,8.0,375000.0,1640.0,0.0,2240.0
9339,2.25,4.0,2.0,9.0,465000.0,2550.0,0.0,7650.0
9340,2.5,3.0,2.0,8.0,551870.0,2507.0,0.0,18400.0
9341,2.5,3.0,2.0,8.0,295000.0,1920.0,0.0,7229.0
9342,1.75,4.0,1.0,8.0,263500.0,1640.0,570.0,6375.0
9343,4.0,4.0,2.0,8.0,1100000.0,2630.0,900.0,8400.0
9344,1.0,2.0,1.5,6.0,300000.0,1100.0,0.0,4010.0
9346,1.5,3.0,1.0,7.0,325000.0,1590.0,0.0,7936.0
9348,2.5,4.0,1.0,8.0,715000.0,1660.0,710.0,10000.0
9349,2.0,4.0,1.0,7.0,356000.0,1600.0,0.0,12500.0
9350,1.75,4.0,1.5,8.0,329950.0,1740.0,0.0,7208.0
9351,2.25,3.0,2.0,8.0,490000.0,1080.0,390.0,2500.0
9352,3.25,3.0,3.0,8.0,429000.0,1410.0,0.0,1246.0
9353,2.5,4.0,2.0,7.0,510000.0,1620.0,0.0,8125.0
9354,2.5,3.0,2.0,7.0,550000.0,2360.0,0.0,4080.0
9355,1.0,3.0,1.0,7.0,467500.0,1830.0,0.0,6453.0
9356,2.0,5.0,1.5,7.0,615000.0,1270.0,860.0,4180.0
9357,1.0,2.0,1.0,6.0,325000.0,990.0,0.0,15120.0
9358,1.0,2.0,2.0,6.0,219950.0,1010.0,0.0,4120.0
9359,1.0,3.0,1.0,7.0,950000.0,1720.0,0.0,9830.0
9360,1.0,3.0,1.5,8.0,925000.0,1630.0,0.0,3200.0
9361,1.5,4.0,1.0,7.0,251200.0,1060.0,250.0,8250.0
9362,1.5,3.0,1.0,6.0,215000.0,1610.0,0.0,5304.0
9363,2.0,3.0,1.0,7.0,245000.0,1180.0,670.0,8208.0
9364,1.75,3.0,1.5,6.0,259000.0,980.0,0.0,4815.0
9365,1.5,4.0,1.5,7.0,349950.0,1420.0,0.0,6720.0
9366,4.5,5.0,2.0,11.0,1570000.0,5220.0,0.0,67319.0
9367,1.0,2.0,1.0,7.0,600000.0,1020.0,390.0,4500.0
9368,1.5,2.0,3.0,8.0,405000.0,1170.0,0.0,1274.0
9369,2.5,3.0,2.0,8.0,625000.0,1860.0,0.0,10027.0
9370,1.0,4.0,1.5,7.0,430000.0,1620.0,0.0,37075.0
9371,3.0,3.0,3.0,8.0,533000.0,1280.0,0.0,1085.0
9372,2.5,4.0,2.0,10.0,1050000.0,2750.0,0.0,9949.0
9374,1.75,4.0,1.0,7.0,275000.0,1010.0,990.0,8700.0
9375,1.0,2.0,1.0,7.0,403000.0,1100.0,0.0,3598.0
9376,3.0,3.0,1.0,7.0,550388.0,1720.0,0.0,70567.0
9377,1.5,3.0,1.0,7.0,415500.0,1240.0,0.0,12400.0
9378,1.75,3.0,1.0,7.0,913000.0,1110.0,1060.0,4000.0
9379,1.0,2.0,1.0,6.0,334998.0,900.0,900.0,5182.0
9380,1.0,3.0,1.0,7.0,201500.0,1160.0,0.0,8320.0
9381,2.5,3.0,2.0,10.0,820000.0,3030.0,0.0,46538.0
9382,1.0,3.0,1.0,7.0,371000.0,890.0,0.0,7200.0
9383,2.5,4.0,1.0,7.0,229950.0,1240.0,910.0,7670.0
9384,2.5,4.0,1.0,7.0,344900.0,1240.0,910.0,7670.0
9386,1.5,3.0,1.0,7.0,285000.0,1380.0,0.0,12196.0
9387,2.25,4.0,1.0,7.0,475000.0,1230.0,570.0,7200.0
9388,1.0,2.0,1.0,6.0,420000.0,1460.0,0.0,7832.0
9389,2.0,3.0,1.5,7.0,685000.0,1710.0,500.0,5000.0
9390,3.0,4.0,2.0,10.0,879000.0,3590.0,0.0,89640.0
9391,1.0,3.0,1.0,6.0,197200.0,990.0,150.0,8775.0
9392,1.0,3.0,1.5,7.0,529950.0,1240.0,0.0,5000.0
9393,2.5,4.0,2.5,11.0,1090000.0,4340.0,0.0,141570.0
9394,1.5,3.0,2.0,8.0,792000.0,1570.0,0.0,1050.0
9395,2.5,3.0,2.0,7.0,262000.0,1680.0,0.0,10300.0
9396,1.75,3.0,1.0,6.0,353900.0,780.0,780.0,5760.0
9397,1.5,1.0,1.5,7.0,380000.0,1200.0,0.0,44866.0
9398,2.5,3.0,2.0,7.0,305000.0,1690.0,0.0,5175.0
9399,2.0,4.0,1.0,7.0,440000.0,1430.0,880.0,5004.0
9400,3.5,4.0,2.0,9.0,1010000.0,2060.0,590.0,3060.0
9401,3.0,5.0,2.0,8.0,549900.0,3610.0,0.0,7555.0
9402,3.0,4.0,2.0,8.0,678500.0,2620.0,0.0,214750.0
9403,2.25,3.0,1.0,7.0,270000.0,1160.0,600.0,8287.0
9404,1.0,3.0,1.5,7.0,430000.0,940.0,0.0,12521.0
9405,4.25,5.0,2.5,11.0,1930000.0,3710.0,1120.0,8050.0
9406,2.75,4.0,2.0,9.0,790500.0,3350.0,0.0,5416.0
9407,2.25,3.0,2.0,8.0,447450.0,1570.0,0.0,7200.0
9408,2.0,3.0,1.0,7.0,375000.0,1630.0,610.0,5200.0
9409,2.0,4.0,1.0,7.0,565000.0,1950.0,0.0,9940.0
9410,1.0,2.0,1.0,6.0,400000.0,810.0,200.0,3916.0
9411,1.5,3.0,1.0,8.0,246000.0,1300.0,330.0,10200.0
9412,1.75,3.0,1.0,7.0,329922.0,1100.0,320.0,6289.0
9413,3.25,5.0,1.0,10.0,1250000.0,2100.0,1850.0,44431.0
9414,1.0,3.0,1.0,6.0,375000.0,1210.0,0.0,7425.0
9415,1.75,3.0,1.0,7.0,385000.0,1230.0,660.0,9920.0
9416,2.5,4.0,1.5,7.0,591500.0,1140.0,550.0,4080.0
9417,2.0,4.0,1.0,7.0,255000.0,1350.0,1210.0,12155.0
9418,1.5,3.0,1.0,7.0,275000.0,1350.0,0.0,7800.0
9419,2.75,4.0,2.0,9.0,800000.0,3120.0,0.0,5000.0
9421,1.5,4.0,1.0,7.0,355000.0,1220.0,1010.0,11536.0
9422,1.0,2.0,1.0,6.0,310000.0,780.0,270.0,8220.0
9423,3.25,5.0,2.0,8.0,869000.0,2880.0,1300.0,49222.0
9424,2.0,3.0,1.0,7.0,272000.0,1200.0,0.0,5700.0
9425,2.25,5.0,2.0,9.0,665000.0,3320.0,0.0,60984.0
9426,2.5,3.0,2.0,7.0,225000.0,1590.0,0.0,8449.0
9427,2.5,3.0,2.0,9.0,375000.0,2750.0,0.0,37096.0
9428,1.5,3.0,1.0,8.0,375500.0,1530.0,0.0,7200.0
9429,1.75,3.0,1.0,7.0,550000.0,920.0,650.0,6500.0
9430,1.0,3.0,1.0,7.0,248000.0,1220.0,250.0,7680.0
9431,1.0,3.0,1.0,7.0,546940.0,1220.0,250.0,7680.0
9432,3.0,4.0,2.0,9.0,680000.0,3150.0,0.0,6175.0
9433,2.5,4.0,2.0,8.0,350000.0,2380.0,0.0,6124.0
9434,2.5,2.0,3.0,8.0,593000.0,1810.0,190.0,2500.0
9435,1.0,2.0,1.0,7.0,390000.0,1140.0,0.0,8147.0
9436,1.0,3.0,1.0,7.0,297000.0,1340.0,0.0,18000.0
9437,1.0,2.0,1.0,7.0,355000.0,1450.0,0.0,9150.0
9438,2.5,3.0,2.0,7.0,309900.0,2020.0,0.0,26670.0
9439,2.25,3.0,2.0,7.0,257000.0,1810.0,0.0,12000.0
9441,2.0,3.0,2.0,7.0,300000.0,1260.0,0.0,2550.0
9442,2.0,3.0,3.0,8.0,500000.0,1560.0,0.0,1156.0
9443,4.0,8.0,1.0,8.0,900000.0,2010.0,2010.0,7500.0
9444,3.0,4.0,2.0,9.0,695000.0,3150.0,0.0,9130.0
9445,2.5,4.0,2.0,7.0,213400.0,1680.0,0.0,6655.0
9446,1.0,2.0,1.0,7.0,425000.0,1020.0,300.0,8830.0
9447,3.0,3.0,2.0,9.0,420000.0,1570.0,1130.0,47050.0
9448,1.0,1.0,1.5,7.0,411000.0,1080.0,0.0,5000.0
9449,2.25,4.0,2.0,9.0,762500.0,3130.0,0.0,41382.0
9450,4.5,5.0,2.0,10.0,569950.0,4850.0,0.0,40902.0
9451,1.0,4.0,1.5,6.0,258000.0,1220.0,0.0,8500.0
9452,2.25,3.0,2.0,8.0,499000.0,1780.0,0.0,3665.0
9453,1.0,3.0,1.0,7.0,310000.0,1250.0,0.0,10723.0
9454,2.5,2.0,3.0,8.0,398500.0,1350.0,430.0,1311.0
9455,2.5,4.0,1.0,7.0,250600.0,1120.0,810.0,8660.0
9456,2.5,4.0,1.0,7.0,352000.0,1420.0,1050.0,6116.0
9457,1.0,2.0,1.0,7.0,600000.0,940.0,240.0,2160.0
9458,1.0,3.0,1.0,7.0,645000.0,1170.0,1100.0,4182.0
9459,2.5,4.0,2.0,7.0,291500.0,1770.0,0.0,5000.0
9460,1.75,4.0,1.0,8.0,350000.0,2150.0,100.0,13515.0
9461,2.5,3.0,1.0,7.0,279000.0,1080.0,460.0,7280.0
9462,1.0,2.0,1.0,6.0,320000.0,820.0,0.0,5400.0
9463,2.0,2.0,1.0,8.0,495000.0,1580.0,0.0,5203.0
9464,2.5,4.0,1.0,7.0,490000.0,1450.0,980.0,42646.0
9465,1.5,5.0,1.5,8.0,770000.0,2160.0,0.0,5000.0
9466,1.75,3.0,1.0,8.0,215000.0,1770.0,0.0,29004.0
9467,3.5,3.0,1.5,9.0,665000.0,3580.0,0.0,95832.0
9468,2.25,3.0,1.0,7.0,423500.0,1190.0,700.0,7498.0
9469,3.0,3.0,1.5,9.0,850000.0,1910.0,0.0,4800.0
9470,1.0,2.0,1.0,6.0,155000.0,910.0,0.0,6232.0
9471,2.25,3.0,1.0,7.0,505000.0,1460.0,0.0,7210.0
9472,3.5,3.0,2.0,9.0,780000.0,3310.0,0.0,5558.0
9473,1.5,3.0,1.0,7.0,165000.0,1630.0,0.0,22764.0
9474,2.5,2.0,1.0,8.0,707000.0,1330.0,800.0,5001.0
9475,2.5,3.0,3.0,8.0,497000.0,1220.0,0.0,1475.0
9476,1.75,4.0,1.0,7.0,349170.0,1070.0,600.0,8856.0
9477,1.5,4.0,1.5,7.0,287000.0,1300.0,0.0,10050.0
9478,2.5,4.0,1.0,10.0,2380000.0,3220.0,0.0,20251.0
9479,2.5,4.0,1.0,8.0,645000.0,1670.0,760.0,14400.0
9480,2.25,5.0,2.0,7.0,238000.0,2240.0,0.0,9652.0
9481,2.25,5.0,2.0,7.0,328000.0,2240.0,0.0,9652.0
9482,1.5,2.0,2.0,8.0,365000.0,700.0,90.0,1123.0
9483,1.0,3.0,1.0,7.0,380000.0,1380.0,0.0,8147.0
9484,1.5,4.0,2.0,7.0,525000.0,1680.0,0.0,10500.0
9485,2.25,4.0,2.0,7.0,402000.0,1650.0,350.0,3672.0
9486,1.0,2.0,1.0,7.0,308000.0,860.0,820.0,9250.0
9487,2.5,3.0,2.0,7.0,405000.0,1960.0,0.0,6997.0
9489,3.5,4.0,2.5,9.0,875000.0,3790.0,0.0,6874.0
9490,2.5,3.0,3.0,8.0,860000.0,2370.0,0.0,55321.0
9491,2.25,4.0,1.0,8.0,367500.0,1300.0,630.0,7925.0
9492,3.5,6.0,1.0,8.0,604000.0,1290.0,1290.0,13572.0
9493,0.75,2.0,1.0,6.0,230000.0,890.0,0.0,19703.0
9494,2.75,4.0,1.0,7.0,435000.0,1410.0,750.0,8148.0
9495,2.5,4.0,2.0,7.0,347500.0,1970.0,0.0,7098.0
9496,1.75,4.0,1.0,7.0,525000.0,1030.0,540.0,16697.0
9497,1.5,2.0,1.0,7.0,280000.0,1480.0,0.0,15641.0
9498,1.5,2.0,1.0,7.0,490000.0,1480.0,0.0,15641.0
9499,1.75,4.0,1.0,6.0,265000.0,1430.0,0.0,5490.0
9500,2.25,4.0,1.0,8.0,645000.0,2000.0,720.0,18295.0
9501,2.25,3.0,1.0,8.0,390000.0,1750.0,670.0,31497.0
9502,2.5,3.0,1.0,7.0,267500.0,1120.0,280.0,7629.0
9503,3.5,4.0,2.0,11.0,1280000.0,5844.0,0.0,10766.0
9504,1.75,4.0,1.0,7.0,404000.0,960.0,880.0,10720.0
9505,2.25,3.0,2.0,8.0,380000.0,2530.0,0.0,12042.0
9506,2.75,4.0,1.0,9.0,812500.0,1810.0,1000.0,10300.0
9507,1.0,3.0,1.0,7.0,265000.0,1020.0,0.0,8610.0
9508,2.75,5.0,1.0,8.0,480000.0,1390.0,1160.0,7725.0
9509,1.0,1.0,1.0,6.0,264000.0,710.0,0.0,4725.0
9510,3.0,5.0,1.5,10.0,1350000.0,5530.0,0.0,38816.0
9511,1.75,4.0,1.0,7.0,550000.0,1110.0,1040.0,9000.0
9512,1.5,2.0,1.5,7.0,615000.0,880.0,0.0,2400.0
9513,1.75,3.0,1.0,8.0,464000.0,1630.0,0.0,28600.0
9514,1.0,3.0,2.0,8.0,365000.0,1380.0,0.0,30940.0
9515,2.25,4.0,1.0,8.0,490000.0,1680.0,1120.0,10800.0
9516,2.25,4.0,2.0,8.0,280927.0,2070.0,0.0,7350.0
9517,1.0,2.0,1.0,6.0,282613.0,830.0,0.0,6017.0
9518,2.25,3.0,2.0,10.0,675000.0,2770.0,0.0,15886.0
9519,2.5,4.0,1.0,8.0,575550.0,1440.0,620.0,7475.0
9520,2.0,3.0,1.0,7.0,259900.0,1490.0,0.0,7770.0
9521,2.25,4.0,2.0,8.0,450000.0,2120.0,0.0,8267.0
9522,2.5,4.0,2.0,9.0,487500.0,2810.0,0.0,6296.0
9523,2.25,4.0,2.0,7.0,275000.0,2400.0,0.0,17842.0
9524,2.5,3.0,2.0,8.0,305000.0,2460.0,0.0,5027.0
9525,1.75,3.0,1.0,8.0,395000.0,2030.0,0.0,217800.0
9526,1.0,3.0,1.0,6.0,215000.0,880.0,0.0,7648.0
9527,2.0,3.0,1.5,7.0,410000.0,1320.0,0.0,6000.0
9528,2.5,4.0,1.0,7.0,440000.0,1390.0,770.0,7826.0
9529,3.5,4.0,2.0,11.0,1160000.0,4190.0,0.0,15724.0
9530,2.0,4.0,1.0,7.0,500000.0,2280.0,0.0,7200.0
9531,2.75,5.0,2.0,8.0,961000.0,2590.0,0.0,6120.0
9532,2.25,4.0,2.0,9.0,825000.0,2770.0,0.0,9340.0
9533,1.75,3.0,1.5,8.0,734000.0,2145.0,0.0,3840.0
9534,4.25,4.0,2.0,7.0,490000.0,3680.0,800.0,5715.0
9535,2.5,4.0,2.0,7.0,175000.0,1780.0,0.0,6000.0
9536,1.0,1.0,1.0,6.0,190000.0,720.0,0.0,4800.0
9537,2.25,4.0,2.0,7.0,305000.0,2050.0,0.0,12581.0
9538,1.0,3.0,1.0,8.0,1300000.0,1680.0,360.0,7936.0
9540,1.0,2.0,1.0,5.0,275000.0,680.0,0.0,4190.0
9541,2.5,3.0,2.0,8.0,661000.0,1940.0,0.0,8196.0
9542,2.75,4.0,1.0,8.0,435000.0,1320.0,910.0,9640.0
