,bathrooms,bedrooms,floors,grade,house_age,lat,long,price,sqft_basement,sqft_living,sqft_lot,waterfront,yr_built,zipcode
20011,3.25,4,2.0,9,0,47.3559,-122.023,572115.0,0.0,3230,4838,False,2014,98038
20014,2.5,4,2.0,9,0,47.3276,-122.163,399440.0,0.0,2311,4396,False,2014,98092
20018,2.5,4,2.0,9,2,47.341,-122.179,415000.0,0.0,2544,4071,False,2013,98030
20020,2.25,3,2.0,8,3,47.5477,-122.38799999999999,384000.0,290.0,1430,800,False,2011,98136
20021,2.5,3,1.5,9,5,47.365,-122.456,692000.0,1248.0,3490,28213,False,2009,98070
20023,3.25,4,2.0,9,1,47.6845,-122.359,1280000.0,700.0,3080,4120,False,2014,98117
20024,2.5,3,2.0,8,3,47.7322,-121.96600000000001,415000.0,0.0,2280,6031,False,2011,98019
20026,2.5,4,2.0,9,0,47.7189,-122.225,799950.0,0.0,3320,7429,False,2014,98034
20028,3.5,4,2.0,8,0,47.29600000000001,-122.35,429900.0,0.0,2584,5005,True,2014,98023
20029,2.5,3,2.0,7,5,47.2776,-122.251,275000.0,0.0,2217,8019,False,2009,98001
20030,2.5,3,2.0,8,5,47.493,-122.147,498000.0,0.0,2480,4136,False,2009,98059
20031,2.5,3,2.0,9,0,47.695,-122.18,754950.0,0.0,2610,7256,False,2014,98033
20032,3.0,4,2.0,10,1,47.5919,-121.975,895000.0,0.0,3240,5562,False,2013,98075
20033,3.25,4,2.0,10,1,47.4595,-122.208,580000.0,0.0,3569,8327,False,2013,98055
20034,2.5,4,2.0,8,1,47.2716,-122.29700000000001,379900.0,0.0,3181,5831,False,2014,98003
20036,2.5,3,2.0,8,0,47.5342,-121.84200000000001,417000.0,0.0,1570,4926,True,2014,98065
20037,2.5,3,2.0,8,5,47.5644,-122.09299999999999,555000.0,0.0,1940,3211,False,2009,98027
20038,2.5,3,2.0,8,5,47.5644,-122.09299999999999,555000.0,0.0,1940,3211,False,2009,98027
20039,2.5,4,2.0,8,5,47.3122,-122.039,353000.0,0.0,2210,13721,False,2009,98042
20044,2.5,4,2.0,8,1,47.3751,-122.189,379950.0,0.0,2612,5850,False,2014,98030
20045,2.5,3,2.0,8,2,47.5418,-122.01,700000.0,0.0,2350,4975,False,2012,98029
20046,2.5,3,2.0,8,0,47.6384,-122.34299999999999,675000.0,200.0,1300,1590,False,2014,98109
20052,2.5,3,3.0,8,4,47.6858,-122.336,635000.0,0.0,1570,1433,False,2010,98103
20055,3.5,4,2.0,8,0,47.4477,-122.204,485000.0,602.0,3273,5115,False,2014,98055
20056,4.0,3,2.0,11,5,47.6996,-122.23299999999999,1030000.0,180.0,3880,13095,False,2009,98034
20057,3.5,3,3.0,8,3,47.6826,-122.324,650000.0,0.0,1494,1262,False,2011,98115
20058,2.5,3,2.0,8,1,47.71,-122.113,754842.0,0.0,2930,5641,False,2013,98052
20059,2.5,4,2.0,9,0,47.3412,-122.178,428900.0,0.0,2598,5553,False,2014,98092
20060,2.5,3,2.0,8,3,47.2595,-122.20200000000001,329900.0,0.0,2242,4995,False,2011,98092
20061,2.5,4,2.0,9,0,47.6479,-122.40799999999999,1040000.0,0.0,2830,5932,False,2014,98199
20062,2.5,4,2.0,7,5,47.5153,-121.87100000000001,544999.0,0.0,2710,6937,False,2009,98065
20063,2.75,4,2.0,8,2,47.4862,-122.163,449950.0,0.0,2320,4344,False,2012,98059
20065,1.75,3,3.0,8,0,47.6638,-122.319,599000.0,0.0,1650,1180,False,2014,98105
20067,2.5,4,2.0,9,0,47.4797,-122.23,388000.0,0.0,2090,5040,False,2014,98055
20068,3.5,4,2.0,9,0,47.7184,-122.156,809950.0,900.0,3660,4903,False,2014,98034
20069,3.5,4,3.0,10,3,47.5869,-122.054,1060000.0,0.0,4220,8417,False,2012,98075
20070,2.5,2,2.0,9,0,47.6692,-122.37200000000001,659000.0,340.0,1450,1213,True,2015,98107
20071,3.75,4,2.0,11,1,47.506,-122.145,971971.0,0.0,3460,6738,False,2013,98059
20075,2.5,4,2.0,8,0,47.3559,-122.06299999999999,417838.0,0.0,2530,5048,False,2014,98038
20079,2.5,3,2.0,7,2,47.5323,-122.071,335000.0,0.0,1150,683,False,2013,98027
20084,2.5,4,2.0,8,5,47.428999999999995,-122.18799999999999,307000.0,0.0,1714,3080,True,2009,98055
20085,2.75,4,2.0,7,1,47.7397,-122.22399999999999,550000.0,710.0,3650,4534,True,2014,98028
20086,2.5,4,2.0,9,2,47.4766,-121.735,594491.0,0.0,2990,6037,False,2013,98045
20087,2.5,4,2.0,8,0,47.3393,-122.181,460458.0,0.0,3284,6516,True,2014,98092
20088,2.25,4,1.0,8,4,47.5681,-122.12700000000001,859000.0,1720.0,3550,13900,False,2010,98006
20089,3.0,3,2.0,8,5,47.5511,-122.37299999999999,399950.0,150.0,1860,2875,False,2009,98126
20092,2.75,4,2.0,9,0,47.6679,-122.17200000000001,939000.0,0.0,3270,12880,False,2014,98033
20096,2.5,3,2.0,8,3,47.5458,-122.369,375000.0,0.0,1580,3825,False,2011,98126
20097,2.0,3,2.0,7,5,47.6861,-122.01299999999999,392137.0,0.0,1460,3696,False,2010,98053
20101,3.25,4,2.0,8,0,47.2975,-122.35,424950.0,0.0,3266,5398,False,2014,98023
20103,3.25,3,2.0,8,5,47.5674,-122.369,399000.0,320.0,1680,1478,True,2009,98126
20105,2.5,4,2.0,9,1,47.5711,-122.286,635000.0,940.0,2880,3091,False,2014,98144
20106,2.25,4,2.0,8,1,47.6212,-122.05799999999999,635000.0,0.0,2240,5000,False,2013,98074
20107,2.5,3,2.0,8,3,47.3054,-122.27600000000001,351000.0,0.0,2594,4455,False,2012,98001
20109,3.5,4,2.0,9,0,47.6826,-122.39399999999999,919204.0,900.0,3760,5000,False,2014,98117
20110,2.5,4,2.0,9,0,47.7053,-122.126,923990.0,0.0,3600,6055,False,2014,98052
20111,2.5,4,2.0,8,2,47.5421,-122.01100000000001,639888.0,0.0,2050,2772,True,2012,98029
20113,2.5,4,2.0,8,1,47.6852,-122.21,899900.0,0.0,2580,3909,False,2013,98033
20116,2.5,3,3.0,8,5,47.6621,-122.324,552000.0,0.0,1280,1920,False,2009,98105
20121,2.5,3,2.0,9,0,47.5642,-122.292,629000.0,190.0,2160,1912,False,2014,98118
20122,2.5,4,2.0,8,1,47.7221,-122.352,734000.0,0.0,2180,7204,False,2014,98133
20123,2.25,3,2.0,7,4,47.5569,-122.363,309000.0,270.0,1490,1294,False,2010,98106
20127,3.5,4,3.0,10,0,47.5656,-122.40299999999999,1010000.0,0.0,3130,5000,True,2014,98116
20129,2.75,5,2.0,8,0,47.2602,-122.28399999999999,309000.0,0.0,2481,4045,False,2014,98001
20130,2.5,3,2.0,8,0,47.5019,-122.34,328423.0,0.0,1730,3600,False,2014,98146
20132,3.5,5,2.0,9,0,47.755,-122.21600000000001,660000.0,0.0,3160,5175,False,2014,98011
20137,2.5,4,2.0,8,3,47.3496,-122.042,379000.0,0.0,2260,5824,False,2011,98038
20138,4.5,5,3.0,10,5,47.6715,-122.406,2950000.0,0.0,4340,5722,False,2010,98107
20143,2.5,4,2.0,8,4,47.3737,-122.165,310000.0,0.0,2310,7384,False,2010,98042
20145,3.25,5,2.0,10,2,47.6022,-122.06,995000.0,0.0,4130,7197,False,2012,98074
20146,3.0,4,2.0,8,1,47.3525,-122.275,370228.0,0.0,2050,4000,False,2014,98001
20147,2.5,4,2.0,9,1,47.3448,-122.024,383000.0,0.0,2050,4953,False,2014,98038
20149,2.5,5,2.0,9,0,47.7246,-122.363,865000.0,0.0,3190,8160,False,2014,98177
20151,2.5,4,2.0,8,2,47.7737,-122.238,502000.0,0.0,2040,5616,False,2012,98028
20152,3.5,4,2.0,10,1,47.6354,-122.198,1750000.0,0.0,3845,8400,False,2013,98004
20153,2.5,4,2.0,8,0,47.479,-122.124,569995.0,0.0,2650,6875,False,2014,98059
20154,2.5,4,2.0,8,1,47.7694,-122.064,749950.0,0.0,3430,64441,False,2013,98077
20158,3.75,4,2.0,9,0,47.5626,-122.005,1350000.0,0.0,4100,61419,False,2014,98029
20161,2.5,3,2.0,7,4,47.3359,-122.054,261950.0,0.0,1880,5000,False,2010,98042
20162,3.75,5,2.0,10,4,47.4594,-122.133,551000.0,0.0,3090,4943,False,2010,98058
20163,3.5,3,2.0,8,1,47.7743,-122.279,665000.0,560.0,2460,14155,True,2014,98155
20164,3.5,4,2.0,9,2,47.5168,-121.883,610000.0,0.0,2910,5260,False,2012,98065
20165,3.5,4,2.0,9,3,47.5168,-121.883,645000.0,0.0,2910,5260,False,2012,98065
20166,1.75,3,1.0,9,1,47.5181,-121.885,536751.0,0.0,1930,6360,False,2013,98065
20169,3.25,4,2.5,8,1,47.2752,-122.34899999999999,429900.0,0.0,2880,5929,False,2014,98023
20170,2.75,4,1.0,8,0,47.5117,-122.365,535000.0,0.0,2360,15100,False,2014,98146
20174,1.5,2,3.0,8,5,47.5212,-122.35799999999999,300500.0,0.0,1190,801,False,2010,98106
20175,2.5,5,2.0,9,5,47.5446,-121.86200000000001,675000.0,0.0,3200,6455,False,2009,98065
20177,2.5,3,2.0,9,4,47.7744,-122.22399999999999,614000.0,0.0,2830,5831,False,2010,98011
20178,2.5,4,2.0,7,4,47.375,-122.16,385000.0,0.0,2630,5701,False,2010,98042
20180,2.75,4,2.0,9,0,47.6709,-122.166,860000.0,0.0,3160,8097,False,2014,98033
20183,2.75,5,2.0,8,0,47.3555,-122.06200000000001,430760.0,0.0,2710,4685,False,2014,98038
20188,2.5,4,2.0,9,1,47.3994,-122.311,550000.0,0.0,3148,9612,True,2014,98198
20189,3.25,4,2.0,9,4,47.695,-122.022,789500.0,0.0,3240,4852,False,2010,98053
20190,3.5,5,2.0,8,2,47.5168,-121.87100000000001,592000.0,760.0,3340,5000,False,2012,98065
20191,2.5,4,2.0,8,1,47.3731,-122.15899999999999,454950.0,0.0,2413,5701,False,2014,98042
20192,2.5,4,2.0,7,5,47.4928,-122.149,475000.0,0.0,2500,4500,False,2010,98059
20193,1.75,2,2.0,10,0,47.6396,-122.329,659000.0,400.0,1180,904,False,2014,98102
20195,3.0,5,1.0,7,1,47.486999999999995,-122.32,347500.0,900.0,2230,6551,True,2014,98168
20197,3.25,3,2.0,8,5,47.5664,-122.37,380000.0,350.0,1450,1468,False,2009,98126
20198,2.75,5,2.0,9,1,47.5308,-122.184,718000.0,0.0,2930,7663,False,2013,98056
20199,2.75,5,2.0,8,0,47.4786,-122.12299999999999,515805.0,,2710,4136,False,2014,98059
20200,3.25,4,2.0,10,1,47.5294,-122.154,1030000.0,600.0,3600,18645,False,2013,98059
20201,2.5,3,2.0,8,0,47.5338,-121.84100000000001,437718.0,0.0,1800,3265,False,2014,98065
20208,3.75,5,2.0,10,1,47.6936,-122.19,1790000.0,830.0,4360,8504,False,2014,98033
20209,3.5,4,2.0,9,1,47.5619,-122.027,895900.0,850.0,3640,4983,False,2014,98075
20211,2.25,3,2.0,8,5,47.543,-122.375,380000.0,280.0,1520,1464,False,2010,98126
20212,2.75,5,2.0,8,0,47.4856,-122.154,565997.0,0.0,2730,5820,True,2014,98059
20214,3.75,3,2.0,8,5,47.5875,-122.315,550000.0,240.0,1580,1303,False,2010,98144
20219,2.25,3,2.0,9,3,47.6226,-122.31299999999999,735000.0,450.0,1490,1212,False,2011,98112
20221,3.25,3,2.0,8,4,47.5794,-122.03,724500.0,470.0,3240,4185,True,2011,98075
20226,2.5,4,2.0,9,1,47.2592,-122.194,392440.0,0.0,2547,4800,False,2014,98092
20227,2.25,4,2.0,8,2,47.3568,-122.163,280000.0,0.0,1834,7460,False,2012,98042
20228,4.5,4,3.0,10,0,47.6239,-122.29,1330000.0,680.0,3130,5126,False,2014,98112
20233,2.5,3,2.0,8,0,47.5014,-122.34,329780.0,0.0,1730,3600,False,2014,98146
20235,4.5,5,2.0,9,0,47.5254,-121.88600000000001,771005.0,0.0,4000,6713,False,2015,98024
20236,2.5,3,1.0,9,5,47.6263,-122.09899999999999,1300000.0,1170.0,3350,7752,False,2009,98008
20239,2.75,4,2.0,8,1,47.4823,-121.771,475000.0,0.0,2620,6178,False,2013,98045
20242,2.5,4,2.0,8,0,47.7043,-122.11399999999999,778983.0,0.0,2490,5647,False,2014,98052
20244,2.25,4,2.0,8,0,47.5165,-122.346,338800.0,0.0,1800,2752,False,2014,98106
20245,1.5,5,2.0,9,0,47.6072,-122.053,834995.0,0.0,3360,5225,False,2014,98074
20248,2.75,4,2.0,9,0,47.4823,-122.124,649000.0,0.0,3130,9711,False,2014,98059
20249,2.5,4,2.0,8,2,47.515,-121.869,545000.0,0.0,2720,4738,False,2012,98065
20253,2.5,3,2.0,8,3,47.379,-122.184,300000.0,0.0,1741,5701,False,2012,98030
20255,2.5,4,2.0,8,0,47.3561,-122.06299999999999,349990.0,0.0,2220,3561,False,2014,98038
20258,2.5,3,2.0,7,2,47.3613,-122.081,313200.0,0.0,1950,4197,False,2013,98042
20259,4.25,5,2.0,10,0,47.5816,-122.021,1210000.0,0.0,4150,12015,False,2014,98075
20263,2.5,4,2.0,7,4,47.4937,-122.15,415000.0,0.0,2020,5501,False,2010,98059
20264,3.5,4,2.0,9,4,47.6954,-122.022,785000.0,0.0,3310,4850,False,2010,98053
20265,2.5,4,2.0,9,2,47.4295,-122.205,499950.0,0.0,2798,4473,False,2012,98055
20268,2.5,4,2.0,7,2,47.3535,-122.01700000000001,345000.0,0.0,2020,3600,False,2012,98038
20270,2.5,3,1.0,8,0,47.3482,-122.042,382495.0,0.0,1760,5390,False,2014,98038
20271,2.5,4,2.0,7,2,47.3612,-122.081,324950.0,0.0,2110,4178,False,2013,98042
20272,2.5,4,2.0,9,0,47.3519,-122.197,436472.0,0.0,2692,8392,False,2014,98030
20273,2.25,3,2.0,7,5,47.7611,-122.23299999999999,365250.0,0.0,1490,4522,False,2009,98028
20274,3.25,5,2.0,10,1,47.5806,-122.055,919990.0,0.0,3960,6352,False,2014,98075
20275,2.5,4,2.0,7,3,47.3686,-122.117,316475.0,,1740,4642,False,2012,98042
20276,2.5,4,1.0,8,5,47.776,-122.26,425000.0,750.0,1940,4517,False,2010,98028
20278,2.5,3,2.0,7,0,47.3455,-122.21,298000.0,0.0,1852,4000,False,2014,98002
20280,4.0,4,2.0,10,3,47.3389,-122.334,950000.0,1275.0,5635,9695,True,2011,98003
20281,2.5,3,2.0,7,5,47.4874,-122.152,333000.0,0.0,1520,3041,False,2009,98059
20282,2.5,3,2.0,7,5,47.3521,-122.211,289950.0,0.0,2099,4275,False,2010,98002
20283,2.25,3,3.0,8,1,47.5419,-122.38799999999999,419950.0,0.0,1250,811,False,2014,98136
20285,2.5,4,2.0,9,0,47.3425,-122.179,498445.0,0.0,3216,5902,False,2014,98030
20286,2.5,4,2.0,8,0,47.705,-122.11399999999999,775950.0,0.0,2970,4400,False,2014,98052
20289,2.75,4,2.0,9,0,47.6175,-122.056,849990.0,0.0,3300,4987,False,2014,98074
20291,2.25,3,2.0,9,0,47.6172,-122.31,665000.0,530.0,1590,929,False,2014,98122
20293,3.5,4,2.0,9,0,47.5755,-122.071,870515.0,660.0,3600,5697,False,2014,98075
20294,2.5,4,2.0,9,2,47.4557,-122.13,390000.0,0.0,2154,4153,True,2012,98058
20295,1.75,3,3.0,8,0,47.5929,-122.30799999999999,500000.0,0.0,1530,825,False,2015,98144
20299,2.5,4,2.0,9,0,47.3359,-122.257,415000.0,0.0,2891,6499,False,2014,98001
20300,2.5,3,2.0,10,3,47.53,-122.073,716500.0,220.0,2340,2155,False,2012,98027
20301,2.5,3,3.0,8,5,47.7027,-122.359,425000.0,0.0,2320,2267,False,2009,98177
20302,2.5,4,2.0,8,5,47.7705,-122.169,540000.0,0.0,2190,3855,True,2010,98011
20303,2.5,3,2.0,8,0,47.3706,-122.01700000000001,324747.0,0.0,2060,4742,False,2014,98038
20304,2.5,3,2.0,7,5,47.6875,-122.015,385000.0,0.0,1740,4145,False,2010,98053
20305,2.25,3,2.0,7,2,47.3596,-122.08200000000001,270000.0,0.0,1400,3825,False,2012,98042
20308,2.5,3,2.0,8,5,47.355,-122.059,310000.0,0.0,1760,10137,False,2010,98038
20309,3.5,3,2.0,11,0,47.5283,-122.205,3000000.0,980.0,4410,10756,True,2014,98056
20310,4.25,6,2.0,11,1,47.6547,-122.20200000000001,2350000.0,1280.0,5550,11547,True,2014,98033
20313,2.5,3,2.0,8,2,47.7442,-121.984,309620.0,0.0,1860,3730,False,2012,98019
20314,2.5,4,2.0,9,0,47.2586,-122.194,399895.0,0.0,2701,4500,False,2014,98092
20315,2.5,4,2.0,9,1,47.3421,-122.179,442515.0,0.0,2930,4875,False,2014,98030
20316,2.25,3,3.0,8,4,47.6991,-122.346,375000.0,0.0,1540,1561,False,2010,98103
20317,2.5,3,2.0,8,0,47.2583,-122.198,309780.0,0.0,2242,4500,False,2014,98092
20320,2.5,3,2.0,9,0,47.3261,-122.163,356250.0,0.0,2060,5115,False,2014,98092
20321,2.25,3,3.0,8,2,47.6521,-122.4,550000.0,0.0,1230,875,False,2013,98199
20323,2.5,4,2.0,8,0,47.3555,-122.06299999999999,362865.0,0.0,2245,4301,False,2014,98038
20324,3.5,4,2.0,11,1,47.7089,-122.245,1360000.0,150.0,4120,12626,False,2014,98034
20326,3.75,5,2.0,10,0,47.6845,-122.20700000000001,1600000.0,1060.0,4270,7500,False,2014,98033
20327,3.5,4,2.0,9,1,47.5754,-122.071,855000.0,520.0,2890,5911,True,2014,98075
20330,3.5,4,2.0,7,2,47.4493,-122.281,400200.0,0.0,2260,30250,False,2013,98188
20333,2.75,4,2.0,9,0,47.4827,-122.131,659950.0,,3510,9400,False,2014,98059
20334,2.75,3,2.0,9,3,47.5836,-121.994,785000.0,0.0,3010,1842,False,2011,98075
20336,2.5,3,2.0,8,0,47.3667,-122.307,263900.0,0.0,1658,2700,False,2014,98198
20337,2.5,3,2.0,8,3,47.3568,-122.055,342000.0,0.0,1960,3540,False,2012,98038
20338,2.5,3,2.0,8,0,47.371,-122.01799999999999,367899.0,0.0,2420,4725,False,2014,98038
20339,3.5,3,1.5,9,1,47.4739,-122.11,657044.0,0.0,3420,23786,True,2014,98059
20341,2.75,4,2.0,9,0,47.6948,-122.178,879950.0,0.0,3020,7203,False,2014,98033
20342,2.5,4,2.0,8,1,47.7685,-122.236,550000.0,0.0,2470,5954,True,2013,98028
20343,2.5,4,2.0,8,2,47.2586,-122.2,279000.0,0.0,2009,4800,False,2012,98092
20345,1.75,3,3.0,8,1,47.6691,-122.402,609500.0,0.0,1590,1113,False,2014,98107
20346,3.0,5,2.0,8,1,47.5065,-122.171,420000.0,960.0,2630,3149,False,2013,98056
20348,2.25,3,2.0,8,3,47.5648,-122.294,439000.0,0.0,1430,2343,False,2012,98108
20349,2.5,3,2.0,8,2,47.2597,-122.199,310000.0,0.0,2242,5744,False,2012,98092
20350,2.5,4,2.0,8,1,47.5902,-122.311,635000.0,0.0,2500,4000,False,2014,98144
20351,2.5,3,2.0,8,5,47.6518,-122.384,399950.0,150.0,1230,922,False,2009,98199
20352,2.5,4,2.5,9,5,47.5407,-121.993,805000.0,0.0,3020,3600,False,2009,98029
20353,3.5,4,2.0,9,0,47.6356,-122.281,1800000.0,1020.0,3480,4000,False,2015,98112
20358,2.5,3,2.0,8,0,47.5445,-122.01299999999999,494815.0,0.0,1910,2091,False,2014,98029
20359,2.75,3,2.0,9,0,47.5196,-121.87799999999999,591975.0,550.0,3230,5250,False,2014,98065
20360,2.75,5,2.0,9,4,47.4827,-122.135,600000.0,0.0,3380,8179,False,2011,98059
20361,2.75,3,2.0,8,2,47.5606,-122.01100000000001,673000.0,0.0,2830,3496,False,2012,98029
20362,3.5,5,2.0,9,1,47.5929,-122.057,889950.0,0.0,3700,7055,True,2014,98074
20369,2.0,3,1.0,8,4,47.3538,-122.021,342000.0,0.0,1640,4802,False,2010,98038
20374,1.5,3,2.0,7,3,47.3654,-122.021,274000.0,0.0,1450,4694,False,2011,98038
20381,2.75,5,2.0,8,2,47.4866,-122.155,480000.0,0.0,2670,4780,False,2013,98059
20382,2.75,3,2.0,9,5,47.5661,-122.29,539000.0,1050.0,2130,1400,False,2010,98118
20383,2.75,5,2.0,9,1,47.3587,-122.163,459950.0,0.0,3078,6371,False,2014,98042
20385,2.5,3,2.0,8,1,47.5342,-121.84100000000001,408474.0,0.0,1800,2731,False,2014,98065
20387,1.5,3,2.0,7,2,47.5671,-122.29799999999999,160797.0,0.0,1270,2356,False,2012,98108
20388,3.5,4,3.0,9,1,47.523999999999994,-122.2,729000.0,0.0,3065,5440,False,2014,98056
20390,2.75,4,2.0,8,0,47.3726,-122.15899999999999,359950.0,0.0,2260,5705,False,2014,98042
20391,3.25,5,2.0,10,1,47.6026,-122.06,929000.0,0.0,4150,7100,False,2013,98074
20392,2.5,2,2.0,8,0,47.6689,-122.363,529950.0,360.0,1500,1174,False,2014,98107
20393,2.25,3,2.5,8,3,47.5394,-122.027,461000.0,80.0,1620,998,False,2012,98027
20397,2.25,3,3.0,8,0,47.6748,-122.37700000000001,529950.0,0.0,1240,1250,False,2014,98107
20399,1.75,3,3.0,8,0,47.6536,-122.354,609000.0,0.0,1630,1526,True,2014,98103
20400,2.25,3,2.0,7,2,47.3454,-122.214,267000.0,0.0,1584,2800,False,2012,98002
20401,2.5,4,2.0,8,2,47.7678,-122.23700000000001,557000.0,0.0,2840,4500,False,2012,98028
20403,2.5,3,3.0,9,3,47.653,-122.352,625000.0,0.0,1730,1301,False,2011,98103
20404,2.75,3,2.0,10,1,47.53,-122.073,599000.0,140.0,1840,2060,False,2013,98027
20406,3.5,4,3.0,9,0,47.6408,-122.307,1290000.0,0.0,3440,3800,False,2014,98112
20407,2.5,4,2.0,7,3,47.3602,-122.08200000000001,324500.0,0.0,2110,3825,True,2012,98042
20410,3.5,4,2.0,9,0,47.5481,-122.103,998000.0,650.0,3500,43560,False,2014,98006
20413,2.5,4,2.0,8,1,47.7043,-122.11399999999999,745641.0,0.0,2440,4850,False,2013,98052
20415,2.5,3,2.0,8,0,47.3706,-122.01799999999999,339989.0,0.0,2060,4200,False,2014,98038
20418,3.5,5,2.0,10,0,47.5941,-121.973,1140000.0,0.0,4280,6530,False,2014,98075
20419,3.5,5,2.0,9,3,47.3424,-122.179,491000.0,0.0,2815,4900,False,2011,98030
20420,2.5,4,2.0,9,3,47.5603,-122.01299999999999,675000.0,0.0,2620,6114,False,2011,98029
20424,1.75,2,2.0,8,3,47.5646,-122.295,335000.0,0.0,1270,1685,True,2012,98108
20426,2.5,3,2.0,8,1,47.545,-122.368,379000.0,0.0,1580,3075,False,2013,98126
20433,1.75,3,2.0,7,0,47.5684,-122.314,294000.0,460.0,1420,1361,False,2014,98108
20434,2.5,4,2.0,8,2,47.6945,-122.01799999999999,731500.0,0.0,2650,4644,False,2013,98053
20435,2.75,5,2.0,9,0,47.593,-122.057,837219.0,0.0,3030,7679,False,2014,98074
20437,2.75,3,1.0,10,1,47.5299,-122.20299999999999,798800.0,950.0,2670,3738,True,2013,98056
20441,2.5,3,2.0,9,1,47.5172,-122.208,950000.0,0.0,2700,6947,True,2013,98056
20445,2.5,3,2.0,8,3,47.5492,-122.27600000000001,489950.0,0.0,2540,5237,True,2011,98118
20447,2.5,3,2.0,8,3,47.3938,-122.321,510000.0,0.0,2730,7136,False,2012,98198
20448,2.5,4,2.0,8,0,47.2961,-122.348,432500.0,0.0,3172,5033,True,2014,98023
20451,3.5,4,2.0,8,1,47.6886,-122.36399999999999,870000.0,660.0,2780,3100,False,2014,98117
20452,3.5,4,2.0,10,0,47.5934,-121.97399999999999,900000.0,0.0,3860,6543,False,2014,98075
20453,1.75,2,2.0,10,0,47.6395,-122.329,664950.0,400.0,1180,900,False,2014,98102
20456,3.0,5,2.0,9,1,47.3584,-122.163,479349.0,0.0,3223,6371,False,2014,98042
20457,3.25,4,2.0,8,3,47.5402,-122.02799999999999,661000.0,450.0,2600,2074,False,2011,98027
20459,2.25,3,2.5,8,4,47.5401,-122.027,415000.0,80.0,1620,998,False,2010,98027
20462,2.5,3,3.0,8,5,47.6619,-122.324,540000.0,0.0,1280,1889,False,2009,98105
20465,2.5,4,2.0,8,3,47.3494,-122.044,416000.0,0.0,2890,6322,False,2011,98038
20466,2.5,3,2.0,8,3,47.5444,-122.369,349900.0,0.0,1580,2765,False,2011,98126
20467,2.25,3,2.0,9,0,47.6018,-122.29700000000001,465000.0,480.0,1530,1245,False,2014,98122
20469,2.25,4,2.5,8,1,47.543,-122.37200000000001,496800.0,0.0,1850,2340,False,2014,98126
20470,2.5,4,2.0,8,1,47.7321,-122.334,680000.0,0.0,2440,6581,False,2014,98133
20471,3.25,4,2.0,9,0,47.6178,-122.29,920000.0,650.0,2190,4265,False,2015,98122
20472,4.0,5,2.0,10,0,47.5923,-121.973,1290000.0,0.0,4360,8030,False,2015,98075
20478,2.5,4,2.0,8,3,47.3826,-122.036,399000.0,0.0,2480,4334,False,2012,98038
20480,2.75,4,2.0,10,0,47.5819,-122.04700000000001,847093.0,0.0,2760,5670,False,2014,98075
20481,2.5,3,3.0,8,1,47.669,-122.402,599950.0,0.0,1510,1493,False,2014,98107
20484,3.75,4,2.0,10,0,47.5963,-122.2,1700000.0,0.0,3320,8234,False,2014,98004
20485,3.25,4,2.0,9,0,47.6966,-122.133,1030000.0,160.0,3270,5187,False,2014,98052
20488,2.75,4,2.0,7,0,47.3452,-122.21,319900.0,0.0,2475,4000,False,2014,98002
20491,2.5,3,2.0,8,3,47.2583,-122.20299999999999,280000.0,0.0,1608,4818,False,2012,98092
20492,2.25,2,2.0,8,4,47.5477,-122.38799999999999,394950.0,290.0,1300,2104,True,2011,98136
20493,3.5,4,2.0,8,0,47.4919,-122.336,382000.0,680.0,2530,3000,False,2014,98146
20495,2.25,3,3.0,8,0,47.6196,-122.29700000000001,772000.0,0.0,1640,1204,False,2014,98112
20496,2.5,4,2.0,7,2,47.3693,-122.286,324950.0,0.0,2229,5723,False,2012,98032
20497,2.5,3,2.0,8,4,47.5638,-122.094,530000.0,0.0,1790,3078,False,2010,98027
20498,2.25,3,2.5,8,5,47.6605,-122.319,384000.0,110.0,990,736,False,2009,98105
20499,2.75,5,2.0,10,1,47.5033,-122.193,719950.0,0.0,3240,6863,False,2013,98056
20504,3.75,5,2.0,9,0,47.7202,-122.223,799950.0,980.0,3760,4702,False,2014,98034
20505,2.5,2,2.0,8,0,47.6689,-122.363,499000.0,330.0,1320,1157,False,2014,98107
20506,2.75,4,2.0,9,3,47.4831,-122.135,572000.0,0.0,2700,7992,False,2012,98059
20508,2.25,3,3.0,9,1,47.5818,-122.402,529500.0,0.0,1410,905,False,2014,98116
20513,2.5,2,3.0,8,5,47.5925,-122.302,565000.0,0.0,1950,2457,False,2009,98144
20514,2.75,4,2.0,9,4,47.708999999999996,-122.118,799000.0,0.0,3340,5677,False,2011,98052
20516,2.5,3,2.0,7,1,47.4692,-122.351,550000.0,0.0,1930,6604,False,2014,98166
20518,4.5,4,2.0,10,1,47.7323,-122.165,960000.0,0.0,3720,7746,False,2014,98034
20519,4.25,4,2.0,11,4,47.6387,-122.405,2950000.0,1240.0,4470,5884,False,2010,98199
20521,2.25,3,2.0,7,3,47.3454,-122.214,265000.0,0.0,1489,2800,False,2012,98002
20522,2.5,3,1.0,7,3,47.3601,-122.03200000000001,430000.0,0.0,2075,39553,False,2012,98038
20523,2.5,3,2.0,8,3,47.4222,-122.193,286800.0,0.0,1413,3600,False,2011,98031
20525,3.25,3,2.0,8,1,47.5555,-122.363,312500.0,300.0,1480,983,False,2013,98106
20526,2.75,4,2.0,9,3,47.5607,-122.031,850000.0,0.0,3320,5559,True,2012,98075
